time,open,high,low,close,tick_volume,spread,real_volume
2023-01-16 00:00:00,1919.38,1924.51,1916.75,1924.13,11902,8,0
2023-01-16 04:00:00,1924.13,1928.92,1916.87,1919.45,13156,8,0
2023-01-16 08:00:00,1919.45,1920.78,1910.82,1917.54,18846,8,0
2023-01-16 12:00:00,1917.54,1919.27,1911.36,1913.36,16315,8,0
2023-01-16 16:00:00,1913.36,1917.1,1912.5,1913.84,12640,8,0
2023-01-16 20:00:00,1913.84,1915.65,1913.78,1915.36,1033,8,0
2023-01-17 00:00:00,1914.88,1918.98,1912.79,1912.99,9217,8,0
2023-01-17 04:00:00,1912.99,1916.21,1908.05,1910.98,13285,8,0
2023-01-17 08:00:00,1910.98,1911.87,1905.84,1906.58,18431,8,0
2023-01-17 12:00:00,1906.58,1914.36,1904.19,1913.0,23940,8,0
2023-01-17 16:00:00,1913.0,1916.62,1905.15,1907.11,35222,8,0
2023-01-17 20:00:00,1907.11,1910.8,1903.71,1908.49,13447,8,0
2023-01-18 00:00:00,1908.46,1909.15,1906.32,1908.75,7139,8,0
2023-01-18 04:00:00,1908.75,1910.34,1896.51,1897.84,22549,8,0
2023-01-18 08:00:00,1897.85,1915.93,1897.74,1914.8,26348,8,0
2023-01-18 12:00:00,1914.82,1924.29,1911.22,1921.32,25490,8,0
2023-01-18 16:00:00,1921.28,1925.89,1901.54,1905.24,43522,8,0
2023-01-18 20:00:00,1905.24,1906.47,1902.3,1904.24,12312,8,0
2023-01-19 00:00:00,1904.42,1909.53,1901.33,1901.91,11675,6,0
2023-01-19 04:00:00,1901.9,1910.91,1900.9,1910.05,13703,6,0
2023-01-19 08:00:00,1910.05,1916.73,1906.35,1910.4,20439,6,0
2023-01-19 12:00:00,1910.43,1913.43,1906.59,1913.16,25185,6,0
2023-01-19 16:00:00,1913.16,1923.29,1912.8,1920.07,36511,6,0
2023-01-19 20:00:00,1920.1,1935.17,1919.79,1932.07,19376,6,0
2023-01-20 00:00:00,1932.26,1934.85,1929.36,1931.69,8759,6,0
2023-01-20 04:00:00,1931.69,1932.47,1923.12,1927.87,11510,6,0
2023-01-20 08:00:00,1927.85,1937.47,1926.17,1929.35,21255,6,0
2023-01-20 12:00:00,1929.35,1931.32,1923.9,1924.14,22144,6,0
2023-01-20 16:00:00,1924.14,1930.95,1920.68,1925.2,29728,6,0
2023-01-20 20:00:00,1925.22,1931.01,1924.74,1926.79,11752,6,0
2023-01-23 00:00:00,1926.0,1933.73,1923.79,1932.47,7490,6,0
2023-01-23 04:00:00,1932.45,1935.47,1925.99,1926.11,9375,6,0
2023-01-23 08:00:00,1926.16,1927.43,1918.87,1925.93,18772,6,0
2023-01-23 12:00:00,1925.93,1929.33,1918.81,1921.87,20747,6,0
2023-01-23 16:00:00,1921.85,1926.3,1911.33,1923.85,36590,6,0
2023-01-23 20:00:00,1923.85,1931.77,1923.76,1930.8,13534,6,0
2023-01-24 00:00:00,1931.05,1935.76,1930.68,1935.74,5703,6,0
2023-01-24 04:00:00,1935.76,1937.04,1931.82,1934.05,7390,6,0
2023-01-24 08:00:00,1934.04,1942.46,1933.87,1936.08,19044,6,0
2023-01-24 12:00:00,1936.08,1939.4,1930.36,1932.48,19409,6,0
2023-01-24 16:00:00,1932.46,1936.63,1917.14,1933.87,40373,6,0
2023-01-24 20:00:00,1933.85,1938.27,1933.06,1937.24,11752,6,0
2023-01-25 00:00:00,1936.97,1938.82,1934.92,1937.35,5449,6,0
2023-01-25 04:00:00,1937.5,1939.61,1925.79,1927.49,9183,6,0
2023-01-25 08:00:00,1927.56,1933.67,1926.22,1927.87,16331,6,0
2023-01-25 12:00:00,1927.91,1928.51,1919.83,1922.29,20860,6,0
2023-01-25 16:00:00,1922.27,1940.48,1921.74,1937.29,37359,6,0
2023-01-25 20:00:00,1937.53,1948.0,1937.41,1946.12,15057,6,0
2023-01-26 00:00:00,1946.52,1949.1,1942.48,1945.5,6973,6,0
2023-01-26 04:00:00,1945.5,1948.77,1943.62,1947.52,8141,6,0
2023-01-26 08:00:00,1947.42,1948.95,1933.73,1936.75,19852,6,0
2023-01-26 12:00:00,1936.75,1939.55,1931.11,1937.6,22114,6,0
2023-01-26 16:00:00,1937.65,1942.34,1918.55,1926.64,41335,6,0
2023-01-26 20:00:00,1926.59,1933.11,1926.44,1929.04,12977,6,0
2023-01-27 00:00:00,1927.72,1934.78,1927.31,1930.11,7332,6,0
2023-01-27 04:00:00,1930.11,1931.13,1919.73,1925.06,10176,6,0
2023-01-27 08:00:00,1925.13,1928.17,1922.08,1925.56,15083,6,0
2023-01-27 12:00:00,1925.57,1934.96,1925.13,1928.83,19401,6,0
2023-01-27 16:00:00,1928.82,1932.13,1916.71,1928.53,35405,6,0
2023-01-27 20:00:00,1928.53,1932.0,1926.1,1928.5,10510,6,0
2023-01-30 00:00:00,1927.96,1930.91,1924.74,1927.69,9130,6,0
2023-01-30 04:00:00,1927.69,1934.41,1924.33,1931.29,14445,6,0
2023-01-30 08:00:00,1931.29,1932.11,1920.64,1924.64,18682,6,0
2023-01-30 12:00:00,1924.65,1930.73,1922.0,1929.04,19642,6,0
2023-01-30 16:00:00,1929.03,1929.51,1921.93,1924.29,26423,6,0
2023-01-30 20:00:00,1924.19,1924.65,1920.77,1923.07,11107,6,0
2023-01-31 00:00:00,1921.25,1927.4,1921.04,1925.15,7084,6,0
2023-01-31 04:00:00,1925.2,1926.35,1916.89,1917.32,10185,6,0
2023-01-31 08:00:00,1917.31,1917.31,1902.63,1903.77,19801,6,0
2023-01-31 12:00:00,1903.77,1920.27,1900.7,1919.62,24756,6,0
2023-01-31 16:00:00,1919.69,1930.48,1918.46,1929.56,37275,6,0
2023-01-31 20:00:00,1929.59,1931.11,1927.22,1928.06,12252,6,0
2023-02-01 00:00:00,1928.42,1928.75,1925.58,1927.09,5989,6,0
2023-02-01 04:00:00,1927.04,1928.45,1924.55,1926.06,7889,6,0
2023-02-01 08:00:00,1926.0,1929.24,1923.29,1925.08,15658,6,0
2023-02-01 12:00:00,1925.01,1933.18,1923.7,1929.3,19362,6,0
2023-02-01 16:00:00,1929.35,1932.9,1920.5,1925.62,33740,6,0
2023-02-01 20:00:00,1925.67,1954.5,1921.15,1950.06,35312,6,0
2023-02-02 00:00:00,1950.87,1957.16,1950.78,1952.75,11919,6,0
2023-02-02 04:00:00,1952.73,1954.43,1951.45,1952.55,9025,6,0
2023-02-02 08:00:00,1952.6,1959.67,1951.21,1956.41,18854,6,0
2023-02-02 12:00:00,1956.44,1957.23,1943.31,1944.32,27891,6,0
2023-02-02 16:00:00,1944.32,1947.18,1911.87,1912.16,51272,6,0
2023-02-02 20:00:00,1912.16,1918.58,1911.28,1912.57,22448,6,0
2023-02-03 00:00:00,1911.57,1918.13,1911.47,1917.72,9652,6,0
2023-02-03 04:00:00,1917.72,1918.55,1913.81,1914.92,10593,6,0
2023-02-03 08:00:00,1914.92,1918.16,1910.09,1913.32,18481,6,0
2023-02-03 12:00:00,1913.36,1917.06,1882.68,1886.73,27359,6,0
2023-02-03 16:00:00,1886.72,1886.72,1862.62,1863.46,54309,6,0
2023-02-03 20:00:00,1863.39,1866.94,1861.36,1865.7,18954,6,0
2023-02-06 00:00:00,1861.18,1873.48,1859.85,1872.74,13742,6,0
2023-02-06 04:00:00,1872.74,1878.62,1871.59,1878.05,14055,6,0
2023-02-06 08:00:00,1878.07,1881.33,1870.11,1873.21,20036,6,0
2023-02-06 12:00:00,1873.21,1874.08,1868.18,1871.61,22938,6,0
2023-02-06 16:00:00,1871.62,1875.76,1862.99,1865.99,38941,6,0
2023-02-06 20:00:00,1865.99,1871.26,1864.26,1867.56,15825,6,0
2023-02-07 00:00:00,1867.15,1873.46,1866.81,1873.44,6621,6,0
2023-02-07 04:00:00,1873.46,1875.53,1871.62,1874.88,10617,6,0
2023-02-07 08:00:00,1874.9,1877.95,1871.08,1873.31,19925,6,0
2023-02-07 12:00:00,1873.31,1875.41,1865.66,1869.86,21047,6,0
2023-02-07 16:00:00,1869.84,1884.32,1866.67,1880.58,37237,6,0
2023-02-07 20:00:00,1880.48,1882.72,1864.93,1873.66,31727,6,0
2023-02-08 00:00:00,1873.02,1878.37,1871.37,1876.0,7532,7,0
2023-02-08 04:00:00,1876.03,1878.28,1874.22,1876.86,8152,6,0
2023-02-08 08:00:00,1876.86,1886.33,1873.2,1885.94,20130,6,0
2023-02-08 12:00:00,1885.95,1885.96,1872.59,1877.72,18510,6,0
2023-02-08 16:00:00,1877.69,1883.07,1869.02,1875.72,31581,6,0
2023-02-08 20:00:00,1875.75,1879.87,1873.8,1875.42,13482,6,0
2023-02-09 00:00:00,1875.49,1876.94,1871.99,1876.94,6513,6,0
2023-02-09 04:00:00,1876.88,1881.41,1876.67,1879.03,8801,6,0
2023-02-09 08:00:00,1879.09,1885.42,1876.74,1883.1,18028,6,0
2023-02-09 12:00:00,1883.11,1889.76,1879.7,1889.53,20843,6,0
2023-02-09 16:00:00,1889.53,1890.22,1862.97,1868.43,36153,6,0
2023-02-09 20:00:00,1868.43,1869.59,1858.88,1861.54,18946,6,0
2023-02-10 00:00:00,1861.83,1865.36,1858.95,1862.1,8014,6,0
2023-02-10 04:00:00,1862.1,1863.42,1852.73,1860.05,12319,6,0
2023-02-10 08:00:00,1860.03,1872.15,1857.56,1864.12,29180,6,0
2023-02-10 12:00:00,1864.12,1868.56,1860.51,1866.94,24165,6,0
2023-02-10 16:00:00,1866.97,1868.5,1856.41,1861.71,34388,6,0
2023-02-10 20:00:00,1861.69,1865.58,1861.14,1865.21,11063,6,0
2023-02-13 00:00:00,1864.73,1865.33,1858.07,1861.42,8510,6,0
2023-02-13 04:00:00,1861.4,1862.38,1856.9,1859.62,10150,6,0
2023-02-13 08:00:00,1859.62,1866.58,1854.62,1857.07,18772,6,0
2023-02-13 12:00:00,1857.07,1863.07,1853.82,1856.89,17675,6,0
2023-02-13 16:00:00,1856.89,1859.33,1850.62,1851.54,26961,6,0
2023-02-13 20:00:00,1851.54,1855.72,1850.43,1853.36,10263,6,0
2023-02-14 00:00:00,1853.53,1856.66,1853.19,1856.59,5901,6,0
2023-02-14 04:00:00,1856.56,1859.45,1855.57,1859.25,7451,6,0
2023-02-14 08:00:00,1859.24,1864.88,1857.76,1862.55,16966,6,0
2023-02-14 12:00:00,1862.53,1870.5,1848.96,1862.6,26146,6,0
2023-02-14 16:00:00,1862.41,1866.3,1843.22,1849.75,51685,5,0
2023-02-14 20:00:00,1849.75,1858.84,1849.56,1854.34,15293,6,0
2023-02-15 00:00:00,1854.03,1859.28,1853.49,1858.9,6515,6,0
2023-02-15 04:00:00,1858.93,1860.01,1845.16,1846.29,10819,6,0
2023-02-15 08:00:00,1846.33,1846.49,1831.77,1835.75,22508,6,0
2023-02-15 12:00:00,1835.73,1838.86,1831.7,1834.7,22879,6,0
2023-02-15 16:00:00,1834.74,1838.66,1830.42,1834.93,34949,6,0
2023-02-15 20:00:00,1834.9,1838.63,1833.68,1835.79,13077,6,0
2023-02-16 00:00:00,1836.08,1842.22,1834.44,1841.29,9392,6,0
2023-02-16 04:00:00,1841.29,1842.55,1835.3,1836.93,11073,6,0
2023-02-16 08:00:00,1836.93,1844.82,1834.19,1835.54,17496,6,0
2023-02-16 12:00:00,1835.5,1840.32,1827.61,1830.83,22555,6,0
2023-02-16 16:00:00,1830.83,1843.89,1827.58,1842.4,37423,6,0
2023-02-16 20:00:00,1842.39,1845.25,1835.87,1836.37,16744,6,0
2023-02-17 00:00:00,1836.68,1836.68,1828.82,1828.96,8040,6,0
2023-02-17 04:00:00,1828.96,1830.56,1823.69,1827.49,10720,6,0
2023-02-17 08:00:00,1827.44,1828.12,1818.89,1825.83,19629,6,0
2023-02-17 12:00:00,1825.81,1830.32,1821.83,1827.65,20291,6,0
2023-02-17 16:00:00,1827.6,1842.81,1822.71,1840.83,37927,6,0
2023-02-17 20:00:00,1840.86,1843.57,1840.17,1842.03,12707,6,0
2023-02-20 00:00:00,1840.58,1841.88,1837.23,1840.34,8125,6,0
2023-02-20 04:00:00,1840.34,1844.86,1839.41,1844.45,10015,6,0
2023-02-20 08:00:00,1844.49,1847.47,1840.98,1843.86,15071,6,0
2023-02-20 12:00:00,1843.86,1846.8,1842.52,1846.31,12499,6,0
2023-02-20 16:00:00,1846.31,1847.01,1840.74,1840.8,11909,6,0
2023-02-20 20:00:00,1840.8,1841.57,1840.45,1841.18,1115,6,0
2023-02-21 00:00:00,1841.62,1843.72,1840.0,1842.3,6951,6,0
2023-02-21 04:00:00,1842.3,1843.33,1837.02,1839.68,10121,6,0
2023-02-21 08:00:00,1839.7,1839.7,1831.05,1835.5,20342,6,0
2023-02-21 12:00:00,1835.5,1837.09,1830.21,1836.76,20107,6,0
2023-02-21 16:00:00,1836.76,1843.81,1832.13,1836.83,37459,6,0
2023-02-21 20:00:00,1836.75,1837.44,1831.76,1834.9,12308,6,0
2023-02-22 00:00:00,1835.04,1838.39,1834.4,1836.2,8337,6,0
2023-02-22 04:00:00,1836.17,1837.46,1834.57,1836.91,9160,6,0
2023-02-22 08:00:00,1836.97,1841.12,1832.92,1834.0,15979,6,0
2023-02-22 12:00:00,1833.97,1846.01,1832.04,1838.61,22749,6,0
2023-02-22 16:00:00,1838.53,1839.07,1830.67,1833.18,32759,6,0
2023-02-22 20:00:00,1833.2,1834.21,1823.48,1825.14,23282,6,0
2023-02-23 00:00:00,1825.28,1828.72,1823.09,1827.68,7113,6,0
2023-02-23 04:00:00,1827.68,1830.38,1826.29,1828.9,9772,6,0
2023-02-23 08:00:00,1828.9,1833.66,1825.59,1826.22,15835,6,0
2023-02-23 12:00:00,1826.26,1828.49,1817.39,1825.49,22033,6,0
2023-02-23 16:00:00,1825.54,1830.09,1818.39,1821.23,38558,6,0
2023-02-23 20:00:00,1821.2,1824.15,1819.22,1822.24,12994,6,0
2023-02-24 00:00:00,1822.1,1827.04,1822.1,1825.99,10706,6,0
2023-02-24 04:00:00,1825.95,1827.77,1824.05,1824.59,9420,6,0
2023-02-24 08:00:00,1824.6,1826.29,1819.65,1821.54,16383,6,0
2023-02-24 12:00:00,1821.52,1824.21,1811.5,1815.61,25759,6,0
2023-02-24 16:00:00,1815.81,1815.91,1808.89,1809.91,38292,6,0
2023-02-24 20:00:00,1809.89,1813.43,1808.9,1811.14,13555,6,0
2023-02-27 00:00:00,1810.76,1814.15,1810.3,1813.88,9197,7,0
2023-02-27 04:00:00,1813.82,1813.98,1806.59,1808.62,11969,6,0
2023-02-27 08:00:00,1808.63,1813.65,1807.08,1808.45,17335,5,0
2023-02-27 12:00:00,1808.49,1816.32,1808.27,1815.21,20035,5,0
2023-02-27 16:00:00,1815.18,1820.13,1812.57,1818.63,30632,5,0
2023-02-27 20:00:00,1818.63,1820.1,1815.97,1817.17,12156,5,0
2023-02-28 00:00:00,1816.83,1818.12,1815.32,1817.26,5650,7,0
2023-02-28 04:00:00,1817.26,1819.41,1812.16,1813.29,9113,5,0
2023-02-28 08:00:00,1813.31,1816.92,1804.67,1810.35,19257,5,0
2023-02-28 12:00:00,1810.38,1814.18,1807.24,1814.03,17698,5,0
2023-02-28 16:00:00,1814.0,1831.15,1812.98,1829.27,37036,5,0
2023-02-28 20:00:00,1829.27,1830.78,1826.28,1826.63,14037,5,0
2023-03-01 00:00:00,1826.63,1829.41,1823.05,1829.11,8568,6,0
2023-03-01 04:00:00,1829.09,1832.61,1827.32,1831.09,10667,5,0
2023-03-01 08:00:00,1831.09,1838.0,1830.4,1831.7,19936,5,0
2023-03-01 12:00:00,1831.76,1841.66,1830.76,1837.19,22401,5,0
2023-03-01 16:00:00,1837.19,1844.5,1833.42,1837.13,38168,5,0
2023-03-01 20:00:00,1837.21,1839.06,1836.47,1836.55,11993,5,0
2023-03-02 00:00:00,1836.76,1838.48,1830.98,1833.0,8383,5,0
2023-03-02 04:00:00,1833.1,1835.95,1832.21,1833.49,9297,5,0
2023-03-02 08:00:00,1833.49,1835.23,1829.93,1831.95,16956,5,0
2023-03-02 12:00:00,1831.91,1837.6,1830.07,1832.23,22206,5,0
2023-03-02 16:00:00,1832.22,1838.93,1832.0,1833.75,30202,5,0
2023-03-02 20:00:00,1833.75,1838.07,1832.82,1835.57,13144,5,0
2023-03-03 00:00:00,1835.57,1841.47,1835.57,1838.76,7498,7,0
2023-03-03 04:00:00,1838.75,1841.11,1837.83,1839.02,8893,7,0
2023-03-03 08:00:00,1839.04,1847.35,1838.94,1845.77,16015,5,0
2023-03-03 12:00:00,1845.77,1849.2,1844.51,1846.94,17793,5,0
2023-03-03 16:00:00,1846.93,1848.28,1839.01,1847.34,31412,5,0
2023-03-03 20:00:00,1847.34,1856.29,1846.58,1854.65,14027,5,0
2023-03-06 00:00:00,1855.24,1855.44,1850.7,1852.58,7801,6,0
2023-03-06 04:00:00,1852.58,1856.43,1850.97,1854.21,9367,5,0
2023-03-06 08:00:00,1854.21,1858.24,1850.52,1851.37,16250,5,0
2023-03-06 12:00:00,1851.4,1853.21,1847.25,1851.51,18313,5,0
2023-03-06 16:00:00,1851.51,1853.93,1848.42,1850.38,28024,5,0
2023-03-06 20:00:00,1850.38,1850.39,1845.05,1846.56,11782,5,0
2023-03-07 00:00:00,1846.39,1848.42,1844.02,1847.86,6240,6,0
2023-03-07 04:00:00,1847.86,1850.39,1846.54,1847.38,9312,6,0
2023-03-07 08:00:00,1847.4,1851.62,1843.39,1843.8,15483,5,0
2023-03-07 12:00:00,1843.82,1844.33,1833.37,1835.41,19225,5,0
2023-03-07 16:00:00,1835.46,1835.5,1815.55,1817.02,47353,5,0
2023-03-07 20:00:00,1817.02,1818.1,1812.66,1812.94,17600,5,0
2023-03-08 00:00:00,1813.49,1814.36,1811.32,1812.27,8274,5,0
2023-03-08 04:00:00,1812.29,1812.93,1809.35,1812.06,10401,7,0
2023-03-08 08:00:00,1812.06,1815.21,1811.41,1813.72,14996,6,0
2023-03-08 12:00:00,1813.72,1816.59,1812.19,1813.61,18404,5,0
2023-03-08 16:00:00,1813.61,1824.22,1812.95,1815.6,40004,5,0
2023-03-08 20:00:00,1815.6,1816.35,1812.84,1813.66,13284,5,0
2023-03-09 00:00:00,1813.77,1816.45,1812.16,1812.28,6733,7,0
2023-03-09 04:00:00,1812.28,1816.01,1811.87,1815.02,7771,6,0
2023-03-09 08:00:00,1815.04,1819.08,1812.72,1816.99,14739,5,0
2023-03-09 12:00:00,1817.11,1825.28,1815.42,1825.13,18969,5,0
2023-03-09 16:00:00,1825.12,1835.64,1823.92,1829.32,34826,5,0
2023-03-09 20:00:00,1829.32,1834.99,1828.2,1830.74,21648,5,0
2023-03-10 00:00:00,1831.12,1834.85,1830.05,1831.02,9793,7,0
2023-03-10 04:00:00,1831.01,1833.21,1827.7,1830.97,14587,6,0
2023-03-10 08:00:00,1831.01,1837.27,1830.15,1831.54,21894,5,0
2023-03-10 12:00:00,1831.54,1844.98,1830.85,1842.47,29517,5,0
2023-03-10 16:00:00,1842.45,1867.32,1839.93,1864.17,58618,5,0
2023-03-10 20:00:00,1864.2,1870.09,1860.8,1867.33,24741,5,0
2023-03-13 00:00:00,1880.78,1894.08,1875.11,1876.88,25249,5,0
2023-03-13 04:00:00,1876.93,1888.8,1872.13,1881.48,25372,5,0
2023-03-13 08:00:00,1881.47,1886.08,1871.45,1885.45,27221,5,0
2023-03-13 12:00:00,1885.45,1902.85,1880.89,1899.26,56982,5,0
2023-03-13 16:00:00,1899.33,1913.04,1893.52,1909.07,65744,5,0
2023-03-13 20:00:00,1909.11,1914.57,1907.91,1913.37,29240,5,0
2023-03-14 00:00:00,1913.45,1914.1,1909.85,1912.4,8250,5,0
2023-03-14 04:00:00,1912.41,1912.8,1901.58,1904.19,16751,5,0
2023-03-14 08:00:00,1904.13,1913.45,1900.73,1904.29,31867,5,0
2023-03-14 12:00:00,1904.29,1911.95,1898.59,1909.96,37171,5,0
2023-03-14 16:00:00,1909.99,1910.79,1895.37,1908.68,45744,5,0
2023-03-14 20:00:00,1908.67,1910.25,1902.24,1903.84,26532,5,0
2023-03-15 00:00:00,1903.48,1904.89,1899.92,1901.72,6347,5,0
2023-03-15 04:00:00,1901.72,1905.64,1900.9,1901.77,12855,5,0
2023-03-15 08:00:00,1901.78,1902.36,1885.66,1887.51,21482,5,0
2023-03-15 12:00:00,1887.51,1930.21,1886.65,1927.77,54668,5,0
2023-03-15 16:00:00,1927.64,1937.31,1917.35,1933.56,60666,5,0
2023-03-15 20:00:00,1933.54,1937.06,1908.97,1918.09,34715,5,0
2023-03-16 00:00:00,1918.23,1924.29,1914.73,1914.8,11384,5,0
2023-03-16 04:00:00,1914.66,1915.29,1907.51,1913.31,20490,5,0
2023-03-16 08:00:00,1913.21,1922.5,1912.26,1919.02,27528,5,0
2023-03-16 12:00:00,1919.02,1931.81,1917.64,1930.34,30078,5,0
2023-03-16 16:00:00,1930.37,1933.43,1913.33,1914.87,60369,5,0
2023-03-16 20:00:00,1914.97,1921.12,1914.53,1919.3,24722,5,0
2023-03-17 00:00:00,1920.49,1922.39,1918.36,1919.43,5953,6,0
2023-03-17 04:00:00,1919.43,1931.01,1918.2,1930.95,15349,6,0
2023-03-17 08:00:00,1930.95,1934.36,1927.31,1928.64,20816,5,0
2023-03-17 12:00:00,1928.63,1946.11,1928.08,1944.95,30082,5,0
2023-03-17 16:00:00,1944.95,1964.88,1944.35,1961.74,52875,5,0
2023-03-17 20:00:00,1961.78,1987.72,1961.44,1986.12,35790,5,0
2023-03-20 00:00:00,1984.3,1990.59,1971.8,1972.08,13695,5,0
2023-03-20 04:00:00,1972.06,1975.52,1968.06,1974.8,21276,5,0
2023-03-20 08:00:00,1974.8,2009.74,1974.4,1996.33,42558,5,0
2023-03-20 12:00:00,1996.34,1999.39,1972.46,1974.46,41856,5,0
2023-03-20 16:00:00,1974.5,1984.81,1965.78,1974.77,53043,5,0
2023-03-20 20:00:00,1974.79,1984.32,1974.16,1978.63,19725,5,0
2023-03-21 00:00:00,1978.77,1982.59,1975.38,1980.34,6518,8,0
2023-03-21 04:00:00,1980.29,1985.15,1979.12,1981.36,13390,7,0
2023-03-21 08:00:00,1981.35,1983.2,1962.83,1966.37,25092,5,0
2023-03-21 12:00:00,1966.33,1969.82,1960.44,1963.55,26424,5,0
2023-03-21 16:00:00,1963.54,1965.78,1940.12,1944.31,47152,5,0
2023-03-21 20:00:00,1944.29,1944.82,1935.36,1940.46,18212,5,0
2023-03-22 00:00:00,1939.46,1944.64,1939.18,1943.39,5702,11,0
2023-03-22 04:00:00,1943.39,1946.18,1937.88,1939.29,15232,5,0
2023-03-22 08:00:00,1939.3,1945.33,1934.23,1941.81,21980,5,0
2023-03-22 12:00:00,1941.8,1945.67,1937.04,1937.56,25152,5,0
2023-03-22 16:00:00,1937.49,1951.92,1937.37,1949.05,33600,5,0
2023-03-22 20:00:00,1949.01,1978.78,1944.94,1969.64,45462,5,0
2023-03-23 00:00:00,1970.21,1973.68,1964.52,1972.8,10050,5,0
2023-03-23 04:00:00,1972.81,1978.16,1966.26,1977.75,22015,6,0
2023-03-23 08:00:00,1977.75,1983.54,1974.24,1976.52,27224,5,0
2023-03-23 12:00:00,1976.48,1980.61,1966.62,1971.91,26848,5,0
2023-03-23 16:00:00,1971.97,1995.18,1971.32,1994.19,44683,5,0
2023-03-23 20:00:00,1994.18,2003.28,1987.97,1993.71,34786,5,0
